id,name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
215102,Saffron Cake,270528,Jill Patrice,PT2H15M,PT30M,PT2H45M,2007-03-04T23:44:00Z,"Grandma Dimond's Saffron Cake recipe is a British recipe from the Wrefords in Cornwall, England.  It is really more of a fruit bread traditionally served with clotted cream.",character(0),Yeast Breads,"c(""Breads"", ""< 4 Hours"")","c(""2"", ""1/2"", ""1"", ""3/4"", ""1/4"", ""1"", ""1"", ""1/4"", ""1/4"")","c(""flour"", ""shortening"", ""shortening"", ""currants"", ""candied lemon peel"", ""citron"", ""salt"", ""cake yeast"", ""sugar"", ""saffron"")",,,410.0,19.8,4.9,0.0,391.9,54.5,2.6,20.6,5.4,6.0,,"c(""Pour about one cup of boiling water over the saffron and let it cool and mix with the sugar, salt, and yeast."", ""When yeast has dissolved and shortening has softened, mix in flour and fruit (currants and lemon)."", ""Let rise 1 1/2 hour in the bowl."", ""Put in greased bread pan to rise for 1/2 hour before baking."", ""Bake in a 350 degree F oven for 45 minutes."")"
144118,Cake Mix Cherry Bars,206101,Recipe Junkie,PT20M,PT10M,PT30M,2005-11-07T20:54:00Z,Make and share this Cake Mix Cherry Bars recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/41/18/picVSGGmI.jpg""",Bar Cookie,"c(""Dessert"", ""Cookie & Brownie"", ""< 30 Mins"", ""For Large Groups"", ""Easy"")","c(""1"", ""1"", ""4"", ""1/4"")","c(""cherry pie filling"", ""eggs"")",5.0,3.0,39.4,2.0,0.4,20.7,10.7,4.5,0.1,0.0,0.8,36.0,,"c(""Mix together and pour into greased cookie sheet."", ""Bake 2-25 minutes at 350°F."")"
348550,Gluten-Free Mini Lemon Lava Cakes,1117721,FutureVizions,PT30M,PT15M,PT45M,2009-01-09T15:55:00Z,"This light, lemony cake is filled with a liquid white chocolate center.  A special technique helps both to lighten the rice flour and make it bond without gluten.  Dad's a celiac, and this is one of his favorite cake recipes.",character(0),Dessert,"c(""Free Of..."", ""< 60 Mins"")","c(""1 3/4"", ""1"", ""1"", ""1/2"", ""1/2"", ""1/4"", ""1/4"", ""3/4"", ""1/4"", ""1/4"", ""1"", ""3/4"", ""1/3"", ""1/4"", ""3/4"", ""1 1/4"", ""1/4"", ""2"", ""2"", ""2"", ""1/4"", ""1/4"", ""6"")","c(""granulated sugar"", ""brown sugar"", ""egg substitute"", ""tapioca flour"", ""potato flour"", ""lemon juice"", ""skim milk"", ""baking powder"", ""vanilla extract"", ""guar gum"", ""white chocolate chips"", ""powdered sugar"", ""brown sugar"", ""lemon juice"", ""vanilla extract"", ""lemon slices"")",,,426.1,7.9,4.0,6.4,237.5,85.8,0.8,70.5,4.6,12.0,12 cakes,"c(""Preheat oven to 350°F, and grease and line 12 cups of a muffin pan."", ""In a bowl, mix flour, guar gum and half of baking powder.  Cover with thin layer of milk and let sit until absorbed."", ""Add remaining baking powder and mix well.  Sift flour."", ""In another bowl, mix butter, remaining milk and sugars until well blended."", ""Add lemon juice, vanilla and almond extracts, and whisk in egg substitute."", ""Whisk in flour mixture, and beat until smooth."", ""Divide the batter among the 12 muffin cups, then gently press 1 tablespoon white chocolate chips into the center of each.  Chill in freezer while you prepare the frosting."", 
""Add lemon juice, extracts and sugars to Crisco.  Beat until smooth and creamy."", ""Add whipping cream, and beat until thick and smooth.  Chill in freezer while you bake the cakes."", ""Bake cakes 30-35 minutes, until they rise and appear crusty.  A toothpick inserted in the center should come away with a thick batter attached."", ""Immediately remove cakes from pan and place on cooling rack.  Allow to cool 5 minutes."", ""Spread frosting over cakes, and garnish with half a lemon slice."")"
142375,Vasilopita - Greek Saint Basil’s New Year's Cake,58104,Rita1652,PT40M,PT15M,PT55M,2005-10-23T18:40:00Z,"A very traditional Greek Cake that celebrates the life of Saint Basil. Usually served at New Year, it is quick and delicious at any time.",character(0),Dessert,"c(""Fruit"", ""Nuts"", ""Greek"", ""European"", ""< 60 Mins"", ""Oven"", ""Small Appliance"")","c(""1"", ""1"", ""2"", ""2"", ""3"", ""6"", ""2"", ""1"", ""1/2"", ""1"", ""1/4"")","c(""butter"", ""butter"", ""white sugar"", ""white sugar"", ""flour"", ""eggs"", ""baking powder"", ""milk"", ""baking soda"", ""fresh lemon juice"")",4.5,7.0,555.6,25.6,14.1,182.2,330.2,73.6,1.4,43.0,9.4,10.0,,"c(""Clean! Silver or gold coin wrapped in aluminum foil (a quarter works well)."", ""Preheat oven to 350°. Grease a 10 inch round cake pan with 1 Tbs butter."", ""In a medium bowl, cream the cup of butter and 2 cups of sugar together until light in color. Stir in the flour and mix until the batter resembles coarse breadcrumbs. Add the eggs one at a time, blending each one in well."", ""In a small bowl combine the baking powder and milk, add to the cake batter and mix well. Finally combine the lemon juice and baking soda in a small bowl, add to the cake batter and mix well. Pour the cake batter in to the greased cake pan, insert the foil wrapped coin, and bake for 20 minutes."", 
""Remove the cake from the oven, sprinkle the nuts and 2 Tbs sugar over the cake, then return the cake to the oven and bake for a further 20-30 minutes until the cake springs to the touch. Allow to cool on a rack for 10 minutes then invert the pan on to a cake plate."", ""Ideally the cake should be served warm; each person gets a slice of the cake starting with the most senior member. Members of the Greek Orthodox Church believe that whoever gets the coin is blessed."")"
239776,Perfect Chocolate Cake,532026,dev_carlsen,PT45M,PT30M,PT1H15M,2007-07-10T23:46:00Z,Make and share this Perfect Chocolate Cake recipe from Food.com.,character(0),Dessert,"c(""< 4 Hours"", ""Easy"")","c(""1 1/2"", ""1/2"", ""1"", ""1/4"", ""1"", ""1 1/3"", ""2"", ""1"")","c(""all-purpose flour"", ""baking powder"", ""baking soda"", ""butter"", ""sugar"", ""eggs"", ""low-fat sour cream"")",,,326.4,19.2,11.8,83.8,186.4,37.1,1.6,22.4,4.1,12.0,,"c(""Set a rack at the middle level of the oven and preheat to 350 degrees F. Butter and flour 2 (9 by 1 1/2-inch) round cake pans."", ""Combine the flour, cocoa, baking powder and baking soda in a mixing bowl and stir well to mix. Sift the dry ingredients onto a piece of parchment or waxed paper and set aside. Beat the butter and sugar together in an electric mixer set at medium speed. Beat in the eggs, one at a time, beating smooth after each addition. Lower mixer speed to low and beat in half the dry ingredients. Scrape bowl and beaters well. Add the sour cream and scrape again, then beat in the remainder of the dry ingredients. Scrape batter into prepared pans and bake cake 30 to 35 minutes, or until well risen and a toothpick or knife inserted into the center of the cake emerges clean. Cool in pans on a rack for 5 minutes, then turn out of pans. Turn cake over again so it stands right side up to finish cooling.""
)"
174434,Lemon-Filled Meringue Cake,327115,Alia55,PT30M,PT30M,PT1H,2006-06-22T15:17:00Z,Make and share this Lemon-Filled Meringue Cake recipe from Food.com.,character(0),Dessert,"""< 60 Mins""","c(""1/2"", ""1/2"", ""4"", ""1/4"", ""1/2"", ""1"", ""1"", ""1"", ""1"", ""1/4"", ""1"", ""1/4"", ""3/4"", ""2"", ""1"", ""2"", ""1"", ""2"")","c(""butter"", ""sugar"", ""eggs"", ""milk"", ""vanilla"", ""flour"", ""baking powder"", ""lemon juice"", ""sugar"", ""cornstarch"", ""sugar"", ""milk"", ""lemon rind"", ""lemon juice"", ""sugar"")",4.0,1.0,362.1,19.7,10.8,152.3,136.9,42.5,0.7,31.7,5.4,12.0,,"c(""To make Cake: Preheat oven to 350."", ""Grease two 8 inch gake pans."", ""Cream butter with 1/2 cup sugar untill light and fluffy."", ""Add egg yolks one at a time."", ""Blend in milk and vanilla."", ""Sift flour and baking powder together, and gradually add this to creamed mixture."", ""Beat for 2 minutes."", ""Divide batter between pans."", ""In another bowl beat egg whites and 1 tsp lemon juice untill soft peaks form."", ""gradually add 1 cup sugar, and beat till stiff peaks form."", ""Spread meringue over cake batter in pans."", 
""Sprinkle Almons on one layer."", ""Bake for 30 minutes."", ""Filling: Mix cornstarch, sugar and milk in a small saucepan, heating over medium heat and stiring constantly."", ""Bring to a boil."", ""Stir a little of the hot mixture into the egg yolks, then add egg mixture to the sauce pan."", ""Cook for 1 minute, stirring."", ""remove from heat and add lemon rind and juice."", ""Frosting: Whip cream and sugar till soft peaks form."", ""Assemble the cake:  place layer without almonds on a serving platter, meringue side down."", 
""Spread with lemon filling."", ""Place second layer on top, almond side up."", ""Frost edges of cake with whipped cream."")"
413696,Apple Crumb Cheesecake Pie,55221,Debs Recipes,PT45M,PT30M,PT1H15M,2010-02-19T01:04:00Z,Make and share this Apple Crumb Cheesecake Pie recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/36/96/picZt91hh.jpg""",Cheesecake,"c(""Dessert"", ""< 4 Hours"")","c(""1"", ""8"", ""1/3"", ""1"", ""2"", ""1"", ""3"", ""2"", ""1/2"", ""1"", ""1/3"", ""1/3"", ""1/4"", ""1/4"")","c(""cream cheese"", ""granulated sugar"", ""egg"", ""lemon juice"", ""vanilla"", ""tart apples"", ""granulated sugar"", ""cinnamon"", ""lemon juice"", ""brown sugar"", ""flour"", ""walnuts"", ""butter"")",4.0,3.0,3390.2,210.1,97.4,583.0,2038.2,347.3,20.3,208.2,44.9,,1 pie,"c(""Layer one: Beat together cream cheese, sugar, egg, lemon juice, and vanilla until smooth; pour into prepared pie shell."", ""Layer two: Toss together apples, sugar, cinnamon, and lemon juice; spread carefully over cream cheese layer."", ""Layer three: Cut together brown sugar, flour, walnuts, and butter until crumbly; spread evenly over apples."", ""Bake at 350 degrees for 45 minutes, or until apples are tender; remove from oven and cool; refrigerate until serving."")"
302344,&quot;the Cake of Wisdom&quot;,573325,Lalaloula,PT40M,PT25M,PT1H5M,2008-05-06T01:45:00Z,I found this on a recipe card at the local health-food store. It gets its name from the ginger it uses which is commonly regarded as a &quot;clever&quot; spice... :),"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/23/44/picOZmbhT.jpg""",Dessert,"c(""Winter"", ""Spicy"", ""< 4 Hours"")","c(""250"", ""10"", ""1"", ""4"", ""4"", ""1"", ""3"", ""150"", ""150"", ""1"", ""1"")","c(""carrots"", ""ginger"", ""lemon peel"", ""eggs"", ""honey"", ""cinnamon"", ""ground hazelnuts"", ""cream cheese"", ""honey"", ""cinnamon"")",5.0,1.0,2335.8,165.9,46.4,1011.0,1098.8,173.1,28.6,110.9,66.0,,1 cake,"c(""Clean the carrots and grate them finely. Add grated ginger and lemon peel."", ""Preheat the oven to 180°C Grease a spring form."", ""Divide the eggs. Cream egg yolks with 2 tbs warm water and the honey. Add cinnamon and bread crumbs as well as the carrot mixture and the hazelnuts."", ""Beat the egg whites. Fold under dough."", ""Fill the dough into the spring form and bake for approximately 40 minutes."", ""Let cool for 20 minutes and then spread with icing."")"
214556,Moist White Wine Cake,67103,Juenessa,PT50M,PT15M,PT1H5M,2007-03-01T17:00:00Z,Make and share this Moist White Wine Cake recipe from Food.com.,character(0),Dessert,"""< 4 Hours""","c(""1"", ""1"", ""1"", ""3/4"", ""3/4"", ""4"")","c(""vanilla instant pudding mix"", ""ground nutmeg"", ""white wine"", ""eggs"")",5.0,2.0,387.7,20.2,3.1,70.5,482.6,45.5,0.4,35.0,4.1,12.0,,"c(""Preheat oven to 350 degrees F."", ""Grease and flour one 10 inch bundt pan."", ""In medium bowl combine the cake mix, instant vanilla pudding, nutmeg, vegetable oil, white wine, and eggs."", ""Beat with an electric mixer for 5 minutes."", ""Bake at 350 degrees F for 45-50 minutes or until a toothpick inserted in the center comes out clean."", ""Let cake cool on rack in pan for 10 minutes then remove cake from pan to rack."", ""Let cake cool completely before slicing. Garnish sliced cake with a dollop of whipped cream or dust with confectioners' sugar and sliced strawberries."", 
""Variation: You can also \""flour\"" the pan after it's been greased with cocoa powder or a cinnamon sugar mixture for a textured crust."")"
398753,Simple Low-Calorie White Cake,636142,lovetotwirl,PT20M,PT5M,PT25M,2009-11-10T16:14:00Z,"Don't expect miracles here, folks!  Lots of low-cal substitutions make it easier on the waistline while still being a nice treat.  Not as good as the yummy as the real deal, but satisfies my need for dessert!",character(0),Dessert,"c(""< 30 Mins"", ""Easy"")","c(""1"", ""1/4"", ""1/2"", ""4"", ""2"", ""1 1/2"", ""2"", ""1/2"")","c(""Splenda sugar substitute"", ""butter"", ""unsweetened applesauce"", ""vanilla"", ""all-purpose flour"", ""baking powder"", ""water"")",,,103.3,4.0,2.5,10.2,106.8,13.4,0.6,0.2,2.9,12.0,12 pieces,"c(""Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x9 inch pan or line a muffin pan with paper liners."", ""In a medium bowl, cream together the Splenda and butter. Add applesauce.  Beat in the egg whites, one at a time, then stir in the vanilla. Combine flour and baking powder, add to the creamed mixture and mix well. Finally stir in the water until batter is smooth. Pour or spoon batter into the prepared pan."", ""Bake for 20 to 30 minutes in the preheated oven. For cupcakes, bake 15 to 20 minutes. Cake is done when it springs back to the touch.""
)"
5117,Luscious Ricotta Cheesecake,1534,Tonkcats,PT45M,PT20M,PT1H5M,1999-12-01T20:03:00Z,Make and share this Luscious Ricotta Cheesecake recipe from Food.com.,character(0),Cheesecake,"c(""Dessert"", ""Pineapple"", ""Tropical Fruits"", ""Fruit"", ""European"", ""< 15 Mins"", ""Oven"", ""< 4 Hours"")","c(""3"", ""3"", ""15"", ""1/4"", ""1/4"", ""1/4"", ""3"", ""1/4"")","c(""eggs"", ""flour"", ""ricotta cheese"", ""sugar"", ""baking powder"", ""lemon, zest of"", ""amaretto liqueur"", ""Grand Marnier"", ""pineapple"", ""strawberry"")",,,1290.2,72.8,41.4,860.3,673.6,87.4,1.5,56.2,71.7,,1 cake,"c(""Preheat oven to 350 degrees."", ""Butter and flour 6-cup spring- form pan."", ""Beat eggs with sugar in a large bowl."", ""Add the Ricotta and continue to beat. Slowly add the flour and baking powder, then add all remaining ingredients, continuing to beat until smooth."", ""Pour batter into prepared pan and bake for 40 minutes or until a toothpick inserted in the center comes out clean and the cake has a light golden color."", ""Let cake cool in pan, then run a thin flexible knife or spatula around the pan to loosen the cake. Carefully remove the rim of the spring-form and slide the cake out.""
)"
437113,Extremely Good Low Fat Iced Pumpkin Cheesecake,1173385,pro home chef,PT1H,PT15M,PT1H15M,2010-09-10T11:12:00Z,"My husband loves pumpkin cheesecake, and I adapted a recipe from another site and he raves about that one as well. So he decided he wanted to make another adaptation and I must say, this is our go to for saving fat when we crave Costco's Pumpkin Cheesecake.",character(0),Dessert,"c(""Cheese"", ""< 4 Hours"")","c(""11"", ""1"", ""2"", ""1/4"", ""1/4"", ""4"", ""1 1/2"", ""2"", ""3"", ""15"", ""1"", ""1"", ""1/4"", ""1/2"", ""1/8"", ""16"")","c(""fat free graham crackers"", ""cinnamon"", ""sugar"", ""walnuts"", ""fat free cream cheese"", ""sugar"", ""skim milk"", ""eggs"", ""pumpkin puree"", ""fat free sour cream"", ""vanilla extract"", ""flour"", ""cinnamon"", ""nutmeg"")",,,254.9,4.2,1.4,60.9,447.0,40.0,0.6,29.7,14.6,12.0,,"c(""Preheat  oven to 350 degrees with a waterbath."", ""Crush graham Crackers, mix 2 T sugar, 1 tsp cinnamon, toasted walnuts, and butter. Press the mixture into a 10\"" springform pan."", ""Cream the creamcheese, mix in the pumpkin puree,1/2 tsp cinnamon, 1/8 tsp nutmeg."", ""Add 1 1/2 cups sugar, milk, eggs, sour cream, vanilla, and flour, mix until smooth, and pour onto the crust."", ""Bake about 1 hour or until the middle slightly wobbles. Pull out of the oven, rest for 15 minutes, cover and refridgerate (the longer the better, we try for over night which is difficult)."", 
""Top with icing."")"
93318,Maw Maw's Oatmeal Cake,37036,Kim D.,PT35M,PT30M,PT1H5M,2004-06-14T20:00:00Z,"My mother brought this recipe home from her Home Economic class (in the late 50's)and my Maw Maw has been making it ever since. My mom, aunts, cousins and myself all enjoy the recipe now. It's a moist cake with a delicious topping!","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/31/8/picAcRLaZ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/31/8/picV1CubR.jpg"")",Dessert,"c(""Potluck"", ""Sweet"", ""For Large Groups"", ""Oven"", ""< 4 Hours"")","c(""1 1/2"", ""1"", ""1"", ""1"", ""1/2"", ""2"", ""1 1/2"", ""1"", ""1/2"", ""1/2"", ""6"", ""1/2"", ""1"", ""1/4"", ""1"", ""1"")","c(""boiling water"", ""quick-cooking oats"", ""sugar"", ""light brown sugar"", ""shortening"", ""eggs"", ""all-purpose flour"", ""baking soda"", ""cinnamon"", ""salt"", ""butter"", ""light brown sugar"", ""vanilla"", ""evaporated milk"", ""pecans"", ""coconut"")",5.0,5.0,253.7,13.6,5.5,26.0,137.2,31.8,1.6,22.1,2.7,24.0,,"c(""Preheat oven to 350°F."", ""Pour boiling water over quick oats and let stand for about 15-20 minutes, while you begin mixing up the cake."", ""In a mixing bowl, combine sugar, brown sugar, shortening, and eggs, mixing well."", ""Sift together flour, baking soda, cinnamon, and salt; add to sugar mixture."", ""Add oatmeal and mix well."", ""Pour batter into a 9X13-inch greased cake pan."", ""Bake for about 30 minutes, or until cake tests done."", ""For topping, combine all topping ingredients."", ""Prick holes in the top of the cake with a toothpick or ice pick."", 
""Spread icing over the top of warm cake."", ""Place cake under the broiler for just a minute or two until topping starts to brown."", ""(My oven browns quickly and only takes 1-2 minutes, so watch closely!)."")"
111931,Peach Dump Cake,107135,Dienia B.,PT50M,PT20M,PT1H10M,2005-02-25T14:57:00Z,Make and share this Peach Dump Cake recipe from Food.com.,character(0),Dessert,"c(""Low Protein"", ""Healthy"", ""For Large Groups"", ""< 4 Hours"", ""Easy"")","c(""1"", ""1"", ""1/2"", ""2"", ""2"")","c(""crushed pineapple"", ""butter"", ""brown sugar"")",5.0,2.0,391.7,10.0,4.5,16.3,286.7,76.1,1.7,66.1,2.2,15.0,,"c(""Spread the can of pineapple (not drained) on the bottom of a large cake pan."", ""Open 1 bag of peaches and pour over pineapple."", ""Open 1 bag cake mix and pour over peaches."", ""Open 2nd bag of peaches and pour over cake mix."", ""Srinkle brown sugar over mixture and then pour butter over mix."", ""Pop in 350° oven for 45 minutes or until toothpick comes out clean."")"
530433,Inglenook Spoon Bread Cake,2720797,Disque,PT45M,PT15M,PT1H,2017-02-20T23:05:00Z,"A twist on  the traditional Virginia spoon bread. Firm enough to slice, rather than spoon, with a texture that verges on that of a bread pudding. Serve it as a substitute for corn bread, as a side to put roast, or add macerated fruit as a topping and call it a dessert.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/submissions/recipe/2720797/z6QaJZvT6iyblKDjCNQr_FB_IMG_1487507236773.jpg""",Breads,"""< 60 Mins""","c(""1 1/2"", ""3"", ""1 1/2"", ""2"", ""2"", ""1"", ""1"", ""1"", ""2"", ""1/4"")","c(""cornmeal"", ""butter"", ""boiling water"", ""eggs"", ""milk"", ""baking powder"", ""salt"", ""all-purpose flour"", ""sugar"", ""nutmeg"")",,,194.8,8.6,4.7,66.5,521.9,24.8,1.7,3.4,5.6,8.0,,"c(""Preheat oven  450 degrees. Grease a large souffle pan and set aside."", ""Place cornmeal and butter in a large mixing bowl; add boiling water and stir."", ""Beat in eggs and milk."", ""Combine baking powder, salt, flour, sugar and nutmeg in a small bowl and whisk into cornmeal mixture."", ""Bake 450 degrees 30 minutes."", ""Reduce oven temperature to 350 degrees and bake an  15 minutes."", ""Remove from oven; let cool 5 -10 minutes, then turn out from pan and cool slightly, top side up."", ""Serve while still warm.""
)"
528275,Donut Mug Cake,33186,Food.com,PT4M,PT1M,PT5M,2016-09-21T16:04:00Z,Make and share this Donut Mug Cake recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/52/82/75/01503800609.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/52/82/75/AO48HrwVT02gbzPiQ6Er_DONUT_1.3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/submissions/recipe/33186/ELvtN93rTyuEUL53AyTD_DONUT_1.4.jpg"")",Breakfast,"c(""Dessert"", ""Healthy"", ""< 15 Mins"")","c(""1"", ""1"", ""2"", ""1/2"", ""3"", ""6"", ""1/2"", ""1"", NA, NA)","c(""unsalted butter"", ""milk"", ""vanilla extract"", ""sugar"", ""self-rising flour"", ""powdered sugar"", ""milk"")",,,725.4,17.7,9.9,202.9,604.6,134.0,1.2,96.9,8.5,1.0,1 mug cake,"c(""Put the butter into a microwave safe mug and microwave for 20 seconds to melt."", ""Add the egg yolk, milk, vanilla and sugar, then stir with a fork to combine. Add the flour and stir vigorously until batter is smooth. Microwave for 90 seconds to 2 minutes, until the cake has risen and top of the cake is firm to the touch."", ""Let cool for 2 minutes before decorating."", ""In the meantime whisk together the confectioners’ sugar with the milk until smooth.  Use food coloring to dye glaze pink."", ""When cake is cool, using a melon baller, scoop out a deep divot into the center of the cake. Top with glaze spreading to coat evenly allowing a bit to fall into the center and drip down the sides."", 
""Sprinkle with sprinkles and serve."")"
31779,Mrs.Ireland Potato Cakes,41850,gardenz,PT10M,PT20M,PT30M,2002-06-20T22:36:00Z,This recipe comes from the owner of a Bed and Breakfast in waterford Ireland.I begged for this recipe after she made it for us when we were guests there.It is delicious!,character(0),Potato,"c(""Vegetable"", ""European"", ""Low Protein"", ""St. Patrick's Day"", ""< 30 Mins"", ""Easy"")","c(""3"", ""1"", ""1"", ""1/4"", ""1"", NA)","c(""potatoes"", ""salt"", ""rolled oats"", ""butter"", ""cinnamon"", ""butter"")",4.0,1.0,330.5,16.4,9.9,40.7,508.2,41.6,5.6,1.6,6.1,,6-8 potato cakes,"c(""boil potatoes and mash with fork."", ""Combine the oats, salt, and butter until you get a dough like consistency."", ""Roll dough to 1 inch thickness and cut with biscuit cutter."", ""Melt more butter in the pan and fry until golden brown."", ""(Real butter works best)."")"
334197,Swedish Pancakes (Sweet Crepes),343180,RNCourtney,PT10M,PT5M,PT15M,2008-10-30T17:39:00Z,"From my grandma's church cookbook. I grew up eating these sweet, thin, delicate pancakes by the plateful and now my family does too! A hit with all ages. You can also use them to make piggies in a blanket or wrap them with a filling, like jam, inside. Serve with syrup, honey, butter, jam...",character(0),Breakfast,"c(""< 15 Mins"", ""Easy"")","c(""4"", ""2"", ""1"", ""1"", ""1/2"", ""1/3"")","c(""eggs"", ""sugar"", ""milk"", ""sea salt"", ""flour"", ""butter"")",,,131.7,9.1,5.1,104.3,141.8,8.6,0.2,2.7,4.0,,3 platefuls,"c(""Mix all ingredients. A blender works well for getting the lumps out."", ""Fry in small, thin amounts on a hot, buttered griddle. If you don't have a griddle, you can even use your oven--fill up a casserole dish with a thin layer of batter. Temperature should be 350 or above for the oven method for just a few minutes (watch it to determine how long it is for your oven)."")"
214422,Pumpkin Caramel Pound Cake,445544,Amie Perrett,PT1H10M,PT20M,PT1H30M,2007-03-01T12:06:00Z,I got this from the newspaper where I get my coupons out of. They always have little recipes in there but this one was the first that I have tried. I made it and my picky boyfriend loved it. It is really good but really sweet to. It was very fun to make. I am thinking of cooking it with pecans next time.,character(0),Dessert,"""< 4 Hours""","c(NA, ""2/3"", ""1/2"", ""3"", ""3/4"", ""1"", ""1/2"", ""5"", ""3"", ""1"", ""1/2"", ""1"", NA, NA, NA, ""1/8"", ""2"", ""3"", ""4"", ""1/4"", NA)","c(""vegetable shortening"", ""butter"", ""sugar"", ""canned pumpkin"", ""pumpkin pie spice"", ""eggs"", ""unbleached flour"", ""baking powder"", ""salt"", ""cinnamon"", ""ginger"", ""clove"", ""allspice"", ""nutmeg"", ""confectioners' sugar"", ""water"", ""walnuts"")",3.0,1.0,907.3,32.3,13.3,162.8,417.7,148.8,2.4,105.7,9.4,8.0,,"c(""Preheat oven to 350°F."", ""Thoroughly spray 10-inch tube pan or 12-inch Bundt pan (I use the bundt pan)with Cooking Spray."", ""Beat Shortening, Butter, and sugar. Beat until wet and then beat in Caramel and pumpkin."", ""Beat in one egg at a time."", ""In separate bowl combine flour, baking powder, salt, and spices; stir to combine."", ""Add dry ingredients to pumpkin mixture and beat."", ""Scrape batter into prepared pan and smooth top (Note: pan will be full)."", ""Bake 70-80 minutes or until toothpick comes out clean."", 
""Cool in pan for about 15"", ""Glaze:"", ""In mixing bowl, whisk together confectioner's sugar, Hot Caramel, and Water."", ""Drizzle over top of cooled cake, and service."")"
141205,Grandma's Sourdough Pancakes,238496,tornadoes three,PT6M,PT24H,PT24H6M,2005-10-12T17:19:00Z,My Grandma had to drop out of school in the eighth grade to cook for the farm hands on her father's farm.  She was taught old school style and the lady could throw down!  These pancakes are one of her special recipes! Enjoy,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/12/05/picK7mgJ0.jpg""",Breakfast,"c(""Kid Friendly"", ""Winter"", ""Refrigerator"", ""Freezer"", ""Inexpensive"")","c(""2"", ""2"", ""1"", ""1"", ""1"", ""2"", ""2"", ""3"", ""1"", ""2"", ""2"", ""1"")","c(""milk"", ""flour"", ""salt"", ""baking soda"", ""eggs"", ""sugar"", ""butter"", ""compressed yeast cake"", ""all-purpose flour"", ""water"", ""sugar"")",5.0,7.0,350.0,9.2,2.5,55.0,499.4,55.7,1.9,4.9,10.2,,,"c(""1. Night before: Mix flour, milk, salt, and starter in large bowl.  Cover and let stand over night! (Be sure to set aside 1 cup as future starter)."", ""2. In morning:  Add Soda, eggs, sugar, oil or butter.  Mix until lumps are gone."", ""3. Cook on heated skillet until cakes are golden brown. Serve with favorite syrup  (Grandma's choke cherry syrup is the best!)."", ""Starter:  Soften yeast in warm water."", ""Stir in Flour, water, and sugar.  Beat until smooth."", ""cover and let it stand at room temperature until mixture is bubbly.  During this time stir 2-3 times daily.  Refrigerate or freeze."", 
""IMPORTANT GRANDMA TIP:"", ""DO NOT WASH STARTER CONTAINER! SOURDOUGH, GOOD SOURDOUGH, DEPENDS ON THIS!"")"
